id,nom,structure_porteuse,type_lieu,nature_juridique,statut,adresse_commune,tarifs,gratuit ou pas,description,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_departement,adresse_region,adresse_complément,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_complement,contact_telephone_details,contact_telephone_complement_detail,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,accessibilite,services,niveau_service,labels,geo_point
3,Bibliothèque Bordeaux Lac,Mairie de Bordeaux,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bordeaux,"Gratuit,Adhérent",avec condition,"Au cœur de la cité arborée des Aubiers, la bibliothèque accompagne les familles et participe à la réflexion sur les changements urbains et architecturaux de ce quartier en pleine mutation. La bibliothèque met à votre disposition quatre postes Internet et des tables de travail.",21300000000000,Place Ginette Neveu,,Place Ginette Neveu,33300,33063,Gironde,Nouvelle Aquitaine,,44.8738197515941,-0.572357500735627,,Non,556509795,,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.",,dgac.lectpub@mairie-bordeaux.fr,http://bibliotheque.bordeaux.fr,https://www.facebook.com/bibliotheques.bordeaux/,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.","Tu 10:00-12:00,14:00-18:00; We,Sa 10:00-18:00; Th,Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,Accès à un équipement informatique,"TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8738197516, -0.572357500736"
4,Cap Sciences / Fab Lab du 127°,,Tiers-lieu / Coworking / FabLab / Hackerspace,Association,Privé,Bordeaux,Payant,avec condition,"Cap Sciences est un Centre de Culture Scientifique, Technique et Industrielle (CCSTI) qui a pour mission de diffuser la culture scientifique auprès du plus grand nombre. Ouvert au sein du Hangar 20 sur les quais, le Fab Lab du 127° est un lieu dédié à la fabrication numérique. Imprimantes 3D, découpes lasers ou vinyle, le Fab Lab propose un accès à des outils de fabrication numérique, un espace de travail et l'accompagnement d'une équipe de Fab managers. Ateliers, stages, projets, évènements rythment la programmation annuelle du lieu, accessible gratuitement sur certains rendez-vous (ateliers découverte, Open Labs) ou sur tarification ou abonnement pour les usagers plus réguliers.",40000000000000,quai de Bacalan,,Quai de Bacalan,33300,33063,Gironde,Nouvelle Aquitaine,Hangar 20,44.8596742548768,-0.554840941922581,,Non,556010707,,"Le Fab Lab est ouvert à 18h30 les Mercredis ""Open lab"" (gratuit), Jeudi et Vendredi : 14h-18h, Samedi et Dimanche : 14h-19h.",,contact@cap-sciences.net,http://cap-sciences.net/,https://www.facebook.com/cap.sciences,"Le Fab Lab est ouvert à 18h30 les Mercredis ""Open lab"" (gratuit), Jeudi et Vendredi : 14h-18h, Samedi et Dimanche : 14h-19h.","Th,Fr 14:00-18:00; Sa,Su 14:00-19:00","Allocataires,Demandeurs d'emploi,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,Collectif,,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Expert,PAO/Maîtrise,SITEWEB/Non,CODE/Maîtrise,MOOC/Basique",,"44.8596742549, -0.554840941923"
7,CLAP Sud-Ouest,,Association,Association,Privé,Bordeaux,Gratuit,gratuit sans restrictions,"Dans sa partie DPLAI (Dispositif Permanent de Lutte de Analphabétisme et l’Illettrisme), le CLAP Sud Ouest association d'évaluation linguistique de la langue française, d'accompagnement et de suivi, propose l'action SILE (Soutien Informatique Lié à l'Emploi).",,"176, rue Achard Bât D",176,Rue Achard,33300,33063,Gironde,Nouvelle Aquitaine,Bât D,44.8712538348828,-0.5471219312627,,Non,556430099,,Du Lundi au Vendredi : 9h-12h/14h-17h.,,dplai@clap-so.org,http://www.clap-so.org/les-secteurs/dplai/,,Du Lundi au Vendredi : 9h-12h/14h-17h.,"Mo-Fr 09:00-12:00,14:00-17:00","Demandeurs d'emploi,Etrangers,Jeunes",Sur inscription ou rendez-vous,Individuel,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8712538349, -0.547121931263"
13,CPAM de la Gironde - Europe,,"Organisme de sécurité sociale (CAF, CPAM, CARSAT, MSA…)",Autre,Public-privé,Bordeaux,Gratuit,gratuit sans restrictions,"Les principales missions de la CPAM : gérer les droits à l'assurance maladie des assurés sociaux, verser les prestations dues à chaque assuré, appliquer le plan d'action relatif à la gestion du risque en relation avec les professionnels de santé ; mettre en œuvre les campagnes de prévention, mettre en œuvre la politique d’action sanitaire et sociale par des aides individuelles aux assurés ou des aides collectives aux associations, faciliter l’accès aux droits et aux soins.",,Place de l'Europe,,Place de l'Europe,33300,33063,Gironde,Nouvelle Aquitaine,,44.8598419227794,-0.579596200925825,,Non,3646,,Du Lundi au Vendredi : 9h-17h.,,,https://www.ameli.fr/gironde/,,Du Lundi au Vendredi : 9h-17h.,Mo-Fr 09:00-17:00,Tout public,Sur inscription ou rendez-vous,Individuel,,Accès à un équipement informatique,"TABLETTE/Non,ORDI/Non,INTERNET/Non,MAILS/Non,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Expert,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8598419228, -0.579596200926"
15,GP Inten6t,,Association,Association,Privé,Bordeaux,Payant,avec condition,"Centre Social et Culturel du Grand Parc : Accompagnement Social et Développement Social Local, Animation de la vie locale et action culturelle, Participation des habitants et citoyenneté, Accueil de loisirs petite enfance, enfance, Jeunesse.",,Place de l'Europe,,Place de l'Europe,33300,33063,Gironde,Nouvelle Aquitaine,,44.8598419227794,-0.579596200925825,,Non,556503822,,Du Lundi au Vendredi : 9h30-18h30. Fermé le Jeudi matin.,,accueil@gpinten6t.fr,http://gpinten6t.fr/,https://www.facebook.com/GP-Inten6t-Centre-Social-Et-Culturel-Du-Grand-Parc-486862171457017/,Du Lundi au Vendredi : 9h30-18h30. Fermé le Jeudi matin.,Mo-Fr 09:30-18:30; Th 14:00-18:30,Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Basique,MAILS/Basique,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Non,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8598419228, -0.579596200926"
16,Maison de l'emploi de Bordeaux,,Association,Association,Privé,Bordeaux,Gratuit,gratuit sans restrictions,"Créée à l’initiative de la Ville de Bordeaux, de l’Etat et de Pôle Emploi, la Maison de l’Emploi de Bordeaux agit pour l’accès à l’emploi, la création d’entreprise et le développement économique.",,127 avenue Emile Counord,127,Avenue Emile Counord,33300,33063,Gironde,Nouvelle Aquitaine,,44.860192189202,-0.575155274726418,,Non,557783737,,Du Lundi au Vendredi : 9h-12h30/13h30-17h30.,,contact@maison-emploi-bordeaux.fr,https://www.emploi-bordeaux.fr/,,Du Lundi au Vendredi : 9h-12h30/13h30-17h30.,"Mo-Fr 09:00-12:30,13:30-17:30","Allocataires,Demandeurs d'emploi,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,Individuel,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Non,ORDI/Non,INTERNET/Expert,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Expert,EMPLOISTORE/Expert,DECLAPE/Expert,IMPOTS/Non,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8601921892, -0.575155274726"
18,CAIO,,Association,Association,Privé,Bordeaux,Gratuit,gratuit sans restrictions,"Le Centre d'accueil, d'information et d'orientation (CAIO) a pour but d'accueillir, d'informer et d'orienter les personnes les plus en difficultés et de les accompagner dans la recherche d'un hébergement et d'un logement autonome, et d'un emploi stable.",,7 rue Ausone,7,Rue Ausone,33000,33063,Gironde,Nouvelle Aquitaine,La Bagagerie,44.8383939284361,-0.568611215892525,,Non,556482612,,"Lundis, Jeudis et Vendredis : 14h-17h.",,bagagerienumerique@caio-bordeaux.fr,https://www.caio-bordeaux.com/,,"Lundis, Jeudis et Vendredis : 14h-17h.","Mo-Fr 14:00-17:00; Tu,We off",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Basique,ETATCIVIL/Maîtrise,PERMIS/Basique,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8383939284, -0.568611215893"
20,Centre d'animation Saint Pierre,,Association,Association,Privé,Bordeaux,"Gratuit,Adhérent,Payant",avec condition,"Le centre d'animation Saint-Pierre fait partie de l'association Centres d'animation Bordeaux est ouvert à tous et à vocation sociale, familiale, et culturelle. Il s'adresse aux habitants du quartier, associations, partenaires et acteurs qui partagent les mêmes valeurs : respect, hospitalité, citoyenneté, responsabilité et le principe de laïcité.",78200000000000,4 rue du Mulet,4,Rue du Mulet,33000,33063,Gironde,Nouvelle Aquitaine,,44.8395865762102,-0.572861035491858,,Non,556481639,,"Mardi et Mercredi : 9h-12h30/14h-19h, Jeudi : 10h-12h30/14h-18h(uniquement le matin si ouverture le samedi 1er du mois) Vendredi: 14-18h. 1er Samedi du mois: 14h-18h (hors vacances scolaires).",,saintpierre@cabordeaux.fr,https://centresanimationbordeaux.fr/saint-pierre/,https://www.facebook.com/centresanimationbordeaux/,"Mardi et Mercredi : 9h-12h30/14h-19h, Jeudi : 10h-12h30/14h-18h(uniquement le matin si ouverture le samedi 1er du mois) Vendredi: 14-18h. 1er Samedi du mois: 14h-18h (hors vacances scolaires).","Tu,We 09:00-12:30,14:00-19:00; Th 10:00-12:30,14:00-18:00; Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Expert,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Maîtrise,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Expert,IMPTROISD/Maîtrise,PAO/Expert,SITEWEB/Expert,CODE/Basique,MOOC/Maîtrise",Autre dispositif,"44.8395865762, -0.572861035492"
28,Astrolab’,,Association,Association,Privé,Bordeaux,"Gratuit,Adhérent",avec condition,"Astrolab’, association créée en 1996, est agréée Espace de vie sociale et d’éducation populaire.Implantée sur le territoire de Bordeaux Sud, c’est un équipement plurigénérationnel qui s’adresse aux enfants, aux adolescents, aux adultes et aux familles. Les actions de l’association se developpent autour de : - l’accompagnement scolaire, élémentaire 1 et secondaire, - un centre de loisirs enfants & adolescents, - un accompagnement des initiatives des habitants, - la participation à la vie associative locale du territoire.",,40 rue Laffiteau,5,Cours de l'Yser,33800,33063,Gironde,Nouvelle Aquitaine,,44.8246991659039,-0.551960065362746,,Non,608178847,,Vendredi : 14h-16h,,Non communiqué,https://astrolabelcier.fr/,https://www.facebook.com/Astrolabelcier,Vendredi : 14h-16h,Fr 14:00-16:00,"Allocataires,Demandeurs d'emploi,Jeunes,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Basique,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8246991659, -0.551960065363"
30,Bibliothèque Jean de la Ville de Mirmont,Mairie de Bordeaux,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Bordeaux,"Gratuit,Adhérent",avec condition,"Au cœur du "" village Saint Augustin "", la nouvelle bibliothèque du quartier vous propose des collections riches et variées (albums, romans, BD, films, presse...), offrant désormais une place de choix à la musique (3000 CD) et aux nouvelles technologies (salle multimédia, tablettes, jeux vidéo...) dans une ambiance chaleureuse.",21300000000000,Place de l'Eglise Saint-Augustin,,Place de l'Eglise Saint Augustin,33000,33063,Gironde,Nouvelle Aquitaine,,44.8321917073071,-0.610899292845509,,Non,524996030,,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.",,dgac.lectpub@mairie-bordeaux.fr,http://bibliotheque.bordeaux.fr,https://www.facebook.com/bibliotheques.bordeaux/,"Mardi : 10h-12h/14h-18h, Mercredi et Samedi : 10h-18h, Jeudi et Vendredi : 14h-18h.","Tu 10:00-12:00,14:00-18:00; We,Sa 10:00-18:00; Th,Fr 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Maîtrise,DIFFCV/Expert,ORGRECHEMPLOI/Basique,EMPLOISTORE/Expert,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Expert,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Expert,CODE/Expert,MOOC/Expert",,"44.8321917073, -0.610899292846"
31,UNADEV (Union Nationale des Aveugles et Déficients Visuels),,Association,Association,Privé,Bordeaux,"Gratuit,Adhérent",avec condition,L'Union Nationale des Aveugles et Déficients Visuels (UNADEV) créée en 1929 à Bordeaux est une association reconnue d'assistance et de bienfaisance. Nos actions portent sur trois missions : Accompagner et aider les personnes déficientes visuelles pour leur insertion sociale et professionnelle ; Sensibiliser et informer le grand public et les décideurs ; Soutenir la recherche médicale et la prévention des maladies cécitantes.,,12 rue de Cursol,12,Rue de Cursol,33000,33063,Gironde,Nouvelle Aquitaine,,44.8349144689267,-0.576043795226171,,Non,556338585,,Lundi au Vendredi : 9h-17h30.,,unadev@unadev.com,https://www.unadev.com,https://www.facebook.com/unadevfrance/,Lundi au Vendredi : 9h-17h30.,Mo-Fr 09:00-17:30,,Sur inscription ou rendez-vous,"Individuel,Collectif",,Accès à un équipement informatique,"TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Maîtrise,CPAM/Expert,FACTURES/Maîtrise,ETATCIVIL/Expert,PERMIS/Non,PHOTO/Basique,IMPTROISD/Basique,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8349144689, -0.576043795226"
32,CPAM de la Gironde - Pelleport,,"Organisme de sécurité sociale (CAF, CPAM, CARSAT, MSA…)",Autre,Public-privé,Bordeaux,Gratuit,gratuit sans restrictions,"Les principales missions de la CPAM : gérer les droits à l'assurance maladie des assurés sociaux, verser les prestations dues à chaque assuré, appliquer le plan d'action relatif à la gestion du risque en relation avec les professionnels de santé ; mettre en œuvre les campagnes de prévention, mettre en œuvre la politique d’action sanitaire et sociale par des aides individuelles aux assurés ou des aides collectives aux associations, faciliter l’accès aux droits et aux soins.",,232 Rue Pelleport,232,Rue Pelleport,33079,33063,Gironde,Nouvelle Aquitaine,,44.8205132178248,-0.568085077455168,,Non,3646,,Du Lundi au Vendredi : 09h-17h.,,,https://www.ameli.fr/gironde/,,Du Lundi au Vendredi : 09h-17h.,Mo-Fr 09:00-17:00,Tout public,Sur inscription ou rendez-vous,Individuel,,Accès à un équipement informatique,"TABLETTE/Non,ORDI/Non,INTERNET/Non,MAILS/Non,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Expert,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8205132178, -0.568085077455"
36,FAits de Coeur’S,,Association,Association,Privé,Bordeaux,Gratuit,gratuit sans restrictions,Lutte contre l’isolement des seniors.,,45 rue Son Tay,45,Rue de Son Tay,33800,33063,Gironde,Nouvelle Aquitaine,,44.8250662993679,-0.551851435413458,,Non,648530778,,Selon planning disponible sur notre site.,,faitsdecoeur.s@gmail.com,https://www.faitsdecoeurs.org/,https://fr-fr.facebook.com/FAits-de-CoeurS-1603332716546381/,Selon planning disponible sur notre site.,,Séniors,Sur inscription ou rendez-vous,Individuel,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Basique,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Basique",,"44.8250662994, -0.551851435413"
37,La Halle des Douves,,Association,Association,Privé,Bordeaux,Gratuit,gratuit sans restrictions,"L'association Halle des Douves a en charge l'animation et la programmation du marché des Douves, maison de vie associative et des habitants. L'association compte environ 180 à 200 associations adhérentes, une soixantaine de particuliers et un millier d'adhérents à son café associatif.",,4 bis rue des Douves,4bis,Rue des Douves,33800,33063,Gironde,Nouvelle Aquitaine,,44.8306264205286,-0.566204732923668,,Non,557717593,,Du Mercredi au Samedi : 10h-22h et le Mardi : 13h30-22h.,,contact@douves.org,https://www.douves.org/,,Du Mercredi au Samedi : 10h-22h et le Mardi : 13h30-22h.,Tu 13:30-22:00; We-Sa 10:00-22:00,"Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Basique,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Basique,MOOC/Non",,"44.8306264205, -0.566204732924"
38,PIMMS de Bordeaux,,Point Information Médiation Multi Services (PIMMS),Association,Privé,Bordeaux,Gratuit,gratuit sans restrictions,"Favoriser l’accès aux services publics et améliorer la vie quotidienne des populations en proposant à ses utilisateurs des services de type généraliste (information de premier niveau, orientation, accompagnement dans les démarches, services de proximité), des actions de prévention et de médiation visant à réduire leurs éventuelles difficultés.",,213 bis cours de la Marne,213bis,Cours de la Marne,33800,33063,Gironde,Nouvelle Aquitaine,,44.8275310350376,-0.558820401540681,,Non,556858545,,"Lundi, Mercredi, Jeudi,Vendredi : 9h30-12h30 / 13h30-17h.  Mardi : 14h-18h30.",,bordeaux@pimms.org,https://www.pimmsdebordeaux.org/,https://www.facebook.com/PIMMS-de-Bordeaux-1435073096755036/,"Lundi, Mercredi, Jeudi,Vendredi : 9h30-12h30 / 13h30-17h.  Mardi : 14h-18h30.","Mo-Fr 09:30-12:30,13:30-17:00; Tu 14:00-18:30",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Expert,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Basique,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Expert,PERMIS/Expert,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.827531035, -0.558820401541"
